uid,domainID,siteID,namedLocation,passStartTime,passEndTime,eventID,passNumber,specimenNumber,taxonID,scientificName,taxonRank,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,fishTotalLength,fishWeight,delt,efMortality,efInjury,fishLifeStage,sampleTypeCollected,voucherSampleID,dnaSampleID,identifiedBy,remarks,publicationDate,release
ef378cc3-4ef9-4347-a2a2-18e86682064f,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,14,NOTBAI,Notropis baileyi,species,NA,NA,NA,54,0.9,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
40f240ea-b79e-40e8-a94c-0abe9a113492,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,2,ICHGAG,Ichthyomyzon gagei,species,NA,NA,NA,84,1,NA,NA,NA,juvenile,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
6d35f78f-2cd0-4e7e-9863-a849174e7404,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,24,NOTBAI,Notropis baileyi,species,NA,NA,NA,56,1.6,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
2675ab61-1cbb-4fe0-8971-67c0cc89490a,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,31,NOTBAI,Notropis baileyi,species,NA,NA,NA,54,1.3,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
8f34b683-4f9d-42c4-ba7c-f3e14ff21ab2,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,46,NOTBAI,Notropis baileyi,species,NA,NA,NA,57,1.3,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
aa9f2811-1168-48b6-bc11-50c2d7a8619f,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,8,ETHLAC,Etheostoma lachneri,species,NA,NA,NA,55,0.8,NA,NA,NA,adult,dna sample only,FSH.MAYF.02.20211025.1.0008,FSH.MAYF.02.20211025.1.0008.DNA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
0a0198ea-7c63-4bd6-b1e5-2d754c634523,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,39,NOTBAI,Notropis baileyi,species,NA,NA,NA,67,2.4,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
2f80a243-57d7-4261-bc9c-28ab45d0dca4,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,16,FUNNOT,Fundulus notatus,species,NA,NA,NA,51,0.7,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
ab48ec6b-c47f-4df6-83c9-b63d05b2b4ab,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,7,ETHLAC,Etheostoma lachneri,species,NA,NA,NA,52,0.6,NA,NA,NA,adult,dna sample only,FSH.MAYF.02.20211025.1.0007,FSH.MAYF.02.20211025.1.0007.DNA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
196d156c-004e-48a1-be78-d03b751e27b0,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,48,NOTBAI,Notropis baileyi,species,NA,NA,NA,56,0.9,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
bec8c7f6-dc9a-442e-909c-6c3513c56f26,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,19,NOTBAI,Notropis baileyi,species,NA,NA,NA,34,0.3,NA,NA,NA,juvenile,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
f35d0f1f-6c6c-4e2d-bb26-73df52cf216f,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,23,NOTBAI,Notropis baileyi,species,NA,NA,NA,52,1.3,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
3079d1f6-7518-4b8d-b19d-d0b7ef175f29,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,22,NOTBAI,Notropis baileyi,species,NA,NA,NA,58,1.3,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
0d3d2085-e2cb-4688-a5a6-a5465cf3f7a8,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,12,NOTBAI,Notropis baileyi,species,NA,NA,NA,47,0.7,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
61e0493e-c447-4af2-8412-899a6c6a0fd6,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,27,NOTBAI,Notropis baileyi,species,NA,NA,NA,49,1.1,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
e8ba0424-8e6a-416e-9ab9-928f9d452a1d,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,32,NOTBAI,Notropis baileyi,species,NA,NA,NA,27,0.3,NA,NA,NA,juvenile,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
7fecc59e-067e-4d8d-95ca-e7d71218ed7b,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,17,NOTBAI,Notropis baileyi,species,NA,NA,NA,61,1.5,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
bad95001-cff1-44a7-89ac-6f16a0bf8e4f,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,4,NOTSP,Notropis sp.,genus,NA,NA,cf. genus,65,3,NA,NA,NA,adult,dna sample only,FSH.MAYF.02.20211025.1.0004,FSH.MAYF.02.20211025.1.0004.DNA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
47394f8b-6b19-469f-ae7f-5e4740ec80da,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,30,NOTBAI,Notropis baileyi,species,NA,NA,NA,43,0.5,NA,NA,NA,juvenile,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
16183715-aff9-44b4-9739-18a61f23e94d,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,10,PERNIG,Percina nigrofasciata,species,NA,NA,NA,49,0.5,NA,NA,NA,adult,dna sample only,FSH.MAYF.02.20211025.1.0010,FSH.MAYF.02.20211025.1.0010.DNA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
e3c71094-1eee-4c6c-a54f-14175c1c7fe3,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,18,NOTBAI,Notropis baileyi,species,NA,NA,NA,51,1.3,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
8097c07a-9065-4abc-9dc4-b49d267a6b03,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,35,NOTBAI,Notropis baileyi,species,NA,NA,NA,56,1.2,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
fc28a800-97ce-416c-b078-922d5df5ca61,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,11,NOTBAI,Notropis baileyi,species,NA,NA,NA,50,0.7,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
624297b1-8876-4f02-ac0d-2a0b85c8862b,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,33,NOTBAI,Notropis baileyi,species,NA,NA,NA,61,1.9,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
0b620d61-9804-46fb-af1e-a9671f16e576,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,29,NOTBAI,Notropis baileyi,species,NA,NA,NA,64,3,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
6d4a91b2-fdf3-4a1c-a31f-5839913ccb7e,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,38,NOTBAI,Notropis baileyi,species,NA,NA,NA,51,0.9,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
0ed69a8c-eca1-49fb-b339-ec626e540c8d,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,45,NOTBAI,Notropis baileyi,species,NA,NA,NA,58,1.5,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
4dcc3e4a-9ed5-40ac-aa93-addbeb5cb7c7,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,50,NOTBAI,Notropis baileyi,species,NA,NA,NA,58,1.4,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
317b861c-d74d-4407-b729-c9659bc831a7,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,9,ETHLAC,Etheostoma lachneri,species,NA,NA,NA,42,0.6,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
7f973647-0a5a-48c9-af9b-d1a26d8f113d,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,40,NOTBAI,Notropis baileyi,species,NA,NA,NA,48,1.9,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
11515bc2-9edb-44ed-aac5-2b0bee191f76,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,54,NOTBAI,Notropis baileyi,species,NA,NA,NA,51,1.4,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
7af4ea76-4731-4198-8d79-4b8b6f719e52,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,25,NOTBAI,Notropis baileyi,species,NA,NA,NA,51,1.2,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
6fa0eb66-cf78-42e7-b7df-a07e6abfe0cd,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,47,NOTBAI,Notropis baileyi,species,NA,NA,NA,57,1.1,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
c543d130-43df-4b2b-b398-eea0876883f6,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,36,FUNNOT,Fundulus notatus,species,NA,NA,NA,80,3.7,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
b3f71eac-1c65-416c-860a-5428c17a7e86,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,34,NOTBAI,Notropis baileyi,species,NA,NA,NA,58,1.7,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
b660c921-2ccd-4e5c-ba33-453c3e4e1f58,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,1,NOTFUN,Noturus funebris,species,NA,NA,NA,142,39.1,NA,NA,NA,adult,dna sample only,FSH.MAYF.02.20211025.1.0001,FSH.MAYF.02.20211025.1.0001.DNA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
70011f7b-f179-435e-b13b-edcafbf07df9,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,42,NOTFUN,Noturus funebris,species,NA,NA,NA,33,0.7,NA,NA,NA,juvenile,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
30affc25-60b3-48f1-924a-6481ab8805cf,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,13,FUNNOT,Fundulus notatus,species,NA,NA,NA,56,1.2,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
c594c6b7-c63a-4855-895a-46aefc56680e,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,44,NOTBAI,Notropis baileyi,species,NA,NA,NA,48,0.6,NA,NA,NA,juvenile,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
ead7d7e5-bb8c-470b-9f5e-6aa15421c7ea,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,51,ETHLAC,Etheostoma lachneri,species,NA,NA,NA,35,0.6,NA,NA,NA,juvenile,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
637d8f55-ff6d-4f1e-be22-bc6171236790,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,3,APHSAY,Aphredoderus sayanus,species,NA,NA,NA,60,2.5,NA,NA,NA,adult,dna sample only,FSH.MAYF.02.20211025.1.0003,FSH.MAYF.02.20211025.1.0003.DNA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
5ce11039-117c-4f16-9dd5-249219228590,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,41,NOTBAI,Notropis baileyi,species,NA,NA,NA,51,1.3,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
aded172e-96db-4d3c-9b31-ce9a2df988e3,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T17:08:00Z,2021-10-25T18:12:00Z,MAYF.20211025.02.1.e-fisher,1,26,NOTBAI,Notropis baileyi,species,NA,NA,NA,48,1.1,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
9b96299c-6c86-4c63-a877-36433612cb4a,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T19:56:00Z,2021-10-25T20:42:00Z,MAYF.20211025.02.3.e-fisher,3,7,NOTFUN,Noturus funebris,species,NA,NA,NA,69,2.5,NA,NA,NA,juvenile,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
2bbe1027-40c9-4c8b-b6bc-c90f30abda16,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T19:56:00Z,2021-10-25T20:42:00Z,MAYF.20211025.02.3.e-fisher,3,16,NOTBAI,Notropis baileyi,species,NA,NA,NA,57,1.4,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
aee55936-6c92-4eae-8130-e4d6396f1726,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T19:56:00Z,2021-10-25T20:42:00Z,MAYF.20211025.02.3.e-fisher,3,23,NOTFUN,Noturus funebris,species,NA,NA,NA,30,0.3,NA,NA,NA,young of year,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
9d7cae1b-c8f7-4c80-a071-f4312d156960,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T19:56:00Z,2021-10-25T20:42:00Z,MAYF.20211025.02.3.e-fisher,3,22,NOTBAI,Notropis baileyi,species,NA,NA,NA,50,1.1,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
c36c1c3e-64bf-4f1c-b34d-fe42d7db8da9,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T19:56:00Z,2021-10-25T20:42:00Z,MAYF.20211025.02.3.e-fisher,3,21,NOTBAI,Notropis baileyi,species,NA,NA,NA,60,1.6,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
756dac6e-2484-44e7-8a0f-c13987606243,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T19:56:00Z,2021-10-25T20:42:00Z,MAYF.20211025.02.3.e-fisher,3,17,NOTBAI,Notropis baileyi,species,NA,NA,NA,54,0.8,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
5fc0529c-79b0-47f8-a7ba-84d4d21dc956,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T19:56:00Z,2021-10-25T20:42:00Z,MAYF.20211025.02.3.e-fisher,3,4,NOTBAI,Notropis baileyi,species,NA,NA,NA,52,1.2,NA,NA,Y,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
d266d828-edf2-48a9-a898-e298d219fedb,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T19:56:00Z,2021-10-25T20:42:00Z,MAYF.20211025.02.3.e-fisher,3,11,NOTBAI,Notropis baileyi,species,NA,NA,NA,50,0.9,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
383e9d2a-2bec-43a7-b9ea-a347a9219f36,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T19:56:00Z,2021-10-25T20:42:00Z,MAYF.20211025.02.3.e-fisher,3,19,NOTBAI,Notropis baileyi,species,NA,NA,NA,61,2.5,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
515709db-6981-4577-bea0-8f5f68ee1690,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T19:56:00Z,2021-10-25T20:42:00Z,MAYF.20211025.02.3.e-fisher,3,13,NOTBAI,Notropis baileyi,species,NA,NA,NA,53,1.5,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
0faa8f0c-4238-432c-881a-394714834ff2,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T19:56:00Z,2021-10-25T20:42:00Z,MAYF.20211025.02.3.e-fisher,3,14,NOTBAI,Notropis baileyi,species,NA,NA,NA,68,2.1,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
42b80b6a-2a05-4c1d-be1d-8b9c68f7df1b,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T19:56:00Z,2021-10-25T20:42:00Z,MAYF.20211025.02.3.e-fisher,3,6,NOTBAI,Notropis baileyi,species,NA,NA,NA,46,0.9,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
0f9bfde6-1b02-44b4-b698-d3593d16ab4a,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T19:56:00Z,2021-10-25T20:42:00Z,MAYF.20211025.02.3.e-fisher,3,3,FUNNOT,Fundulus notatus,species,NA,NA,NA,70,2.4,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
57b783ed-f6d5-4fdc-9e38-89297994c108,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T19:56:00Z,2021-10-25T20:42:00Z,MAYF.20211025.02.3.e-fisher,3,2,FUNNOT,Fundulus notatus,species,NA,NA,NA,61,1.6,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
a5f12e1d-2727-4fc3-93a6-aeeadaac6f27,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T19:56:00Z,2021-10-25T20:42:00Z,MAYF.20211025.02.3.e-fisher,3,1,NOTBAI,Notropis baileyi,species,NA,NA,NA,55,1.3,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
2ef08006-f4ac-4e46-bb88-dbfafe558021,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T19:56:00Z,2021-10-25T20:42:00Z,MAYF.20211025.02.3.e-fisher,3,24,ICHGAG,Ichthyomyzon gagei,species,NA,NA,NA,98,1.6,NA,NA,NA,juvenile,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
bd7f7656-065f-432b-84d8-d4dc9afcada9,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T19:56:00Z,2021-10-25T20:42:00Z,MAYF.20211025.02.3.e-fisher,3,10,ETHLAC,Etheostoma lachneri,species,NA,NA,NA,49,0.9,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
97b21b9a-2b16-492e-b29d-c028511d9d55,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T19:56:00Z,2021-10-25T20:42:00Z,MAYF.20211025.02.3.e-fisher,3,9,ETHLAC,Etheostoma lachneri,species,NA,NA,NA,34,0.3,NA,NA,NA,juvenile,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
221878f4-2c77-4f43-b2b4-6d90a1370eaa,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T19:56:00Z,2021-10-25T20:42:00Z,MAYF.20211025.02.3.e-fisher,3,5,NOTFUN,Noturus funebris,species,NA,NA,NA,120,16.3,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
d45a6f9f-2195-4936-8d48-453bafc7690c,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T19:56:00Z,2021-10-25T20:42:00Z,MAYF.20211025.02.3.e-fisher,3,15,PERNIG,Percina nigrofasciata,species,NA,NA,NA,48,0.6,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
f3b19d58-4642-4a3c-a482-d58eedb6e64d,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T19:56:00Z,2021-10-25T20:42:00Z,MAYF.20211025.02.3.e-fisher,3,8,NOTBAI,Notropis baileyi,species,NA,NA,NA,61,2.3,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
8af0c265-360e-4166-8bdc-6a8a54fdb7bd,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T19:56:00Z,2021-10-25T20:42:00Z,MAYF.20211025.02.3.e-fisher,3,20,NOTBAI,Notropis baileyi,species,NA,NA,NA,57,1.2,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
4e13635a-f3ae-475b-91ed-e79f68832d4f,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T19:56:00Z,2021-10-25T20:42:00Z,MAYF.20211025.02.3.e-fisher,3,12,NOTBAI,Notropis baileyi,species,NA,NA,NA,68,3.1,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
3d8d94b0-68da-4e93-a058-3b4da9243d19,D08,MAYF,MAYF.AOS.fish.point.02,2021-10-25T19:56:00Z,2021-10-25T20:42:00Z,MAYF.20211025.02.3.e-fisher,3,18,NOTBAI,Notropis baileyi,species,NA,NA,NA,48,1.1,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
4f192b5a-7a1e-42f7-8253-83040879bc67,D08,MAYF,MAYF.AOS.fish.point.06,2021-10-26T13:47:00Z,2021-10-26T14:32:00Z,MAYF.20211026.06.1.e-fisher,1,43,PERNIG,Percina nigrofasciata,species,NA,NA,NA,46,0.8,NA,NA,NA,adult,dna sample only,FSH.MAYF.06.20211026.1.0043,FSH.MAYF.06.20211026.1.0043.DNA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
54e218ad-1537-446d-a4c5-56e3bca47510,D08,MAYF,MAYF.AOS.fish.point.06,2021-10-26T13:47:00Z,2021-10-26T14:32:00Z,MAYF.20211026.06.1.e-fisher,1,10,NOTBAI,Notropis baileyi,species,NA,NA,NA,52,0.6,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
70771e34-9297-40ab-a9c7-0ad5bb70039c,D08,MAYF,MAYF.AOS.fish.point.06,2021-10-26T13:47:00Z,2021-10-26T14:32:00Z,MAYF.20211026.06.1.e-fisher,1,31,NOTBAI,Notropis baileyi,species,NA,NA,NA,56,0.8,NA,NA,NA,adult,no sample,NA,NA,0000-0003-1224-3096,NA,20231228T003025Z,RELEASE-2024
